unknown_total_rating,unknown_rating_count,Action_total_rating,Action_rating_count,Adventure_total_rating,Adventure_rating_count,Animation_total_rating,Animation_rating_count,Children's_total_rating,Children's_rating_count,Comedy_total_rating,Comedy_rating_count,Crime_total_rating,Crime_rating_count,Documentary_total_rating,Documentary_rating_count,Drama_total_rating,Drama_rating_count,Fantasy_total_rating,Fantasy_rating_count,Film-Noir_total_rating,Film-Noir_rating_count,Horror_total_rating,Horror_rating_count,Musical_total_rating,Musical_rating_count,Mystery_total_rating,Mystery_rating_count,Romance_total_rating,Romance_rating_count,Sci-Fi_total_rating,Sci-Fi_rating_count,Thriller_total_rating,Thriller_rating_count,War_total_rating,War_rating_count,Western_total_rating,Western_rating_count
0.0,0.0,44.0,11.0,29.0,7.0,3.0,1.0,10.0,3.0,99.0,29.0,19.0,5.0,9.0,2.0,191,46,5.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,21.0,5.0,85,23,34.0,9.0,37.0,9.0,33.0,8.0,17.0,4.0
0.0,0.0,136.0,28.0,69.0,14.0,3.0,1.0,15.0,4.0,52.0,13.0,9.0,2.0,0.0,0.0,30,9,12.0,3.0,5.0,1.0,5.0,1.0,3.0,1.0,12.0,3.0,47,11,68.0,14.0,67.0,14.0,32.0,8.0,1.0,1.0
0.0,0.0,25.0,6.0,17.0,4.0,0.0,0.0,4.0,1.0,32.0,9.0,20.0,5.0,2.0,1.0,171,40,0.0,0.0,0.0,0.0,7.0,2.0,4.0,1.0,17.0,4.0,94,21,18.0,5.0,23.0,6.0,22.0,5.0,0.0,0.0
0.0,0.0,11.0,3.0,4.0,1.0,0.0,0.0,4.0,1.0,20.0,5.0,7.0,2.0,0.0,0.0,43,13,0.0,0.0,5.0,1.0,2.0,1.0,0.0,0.0,15.0,4.0,23,6,4.0,1.0,24.0,6.0,7.0,2.0,0.0,0.0
0.0,0.0,21.0,5.0,9.0,2.0,5.0,1.0,10.0,2.0,35.0,9.0,23.0,6.0,0.0,0.0,53,14,0.0,0.0,5.0,1.0,16.0,4.0,8.0,2.0,17.0,4.0,28,8,14.0,4.0,42.0,10.0,7.0,2.0,0.0,0.0
0.0,0.0,65.0,15.0,22.0,5.0,5.0,1.0,20.0,4.0,53.0,15.0,30.0,7.0,10.0,2.0,81,17,5.0,1.0,16.0,4.0,22.0,5.0,5.0,1.0,11.0,3.0,44,11,51.0,11.0,67.0,15.0,32.0,7.0,3.0,1.0
0.0,0.0,96.0,33.0,45.0,15.0,7.0,2.0,15.0,5.0,54.0,20.0,49.0,14.0,4.0,1.0,228,72,0.0,0.0,10.0,3.0,13.0,5.0,11.0,3.0,45.0,16.0,83,28,55.0,20.0,116.0,44.0,38.0,11.0,10.0,3.0
0.0,0.0,35.0,10.0,12.0,4.0,7.0,3.0,6.0,4.0,56.0,17.0,31.0,7.0,6.0,2.0,125,31,0.0,0.0,10.0,2.0,7.0,2.0,4.0,2.0,10.0,2.0,43,12,50.0,13.0,57.0,15.0,24.0,6.0,0.0,0.0
0.0,0.0,196.0,54.0,90.0,26.0,7.0,2.0,16.0,6.0,162.0,47.0,89.0,21.0,13.0,3.0,183,47,2.0,1.0,0.0,0.0,13.0,4.0,9.0,3.0,10.0,3.0,82,21,78.0,23.0,145.0,40.0,35.0,9.0,3.0,1.0
0.0,0.0,59.0,16.0,39.0,11.0,4.0,1.0,9.0,2.0,124.0,31.0,16.0,4.0,4.0,1.0,195,48,0.0,0.0,0.0,0.0,4.0,1.0,14.0,3.0,14.0,4.0,88,22,48.0,12.0,44.0,12.0,70.0,16.0,5.0,1.0
0.0,0.0,119.0,27.0,54.0,12.0,0.0,0.0,0.0,0.0,20.0,7.0,30.0,7.0,0.0,0.0,104,25,7.0,2.0,8.0,2.0,7.0,2.0,0.0,0.0,31.0,7.0,41,10,32.0,8.0,142.0,33.0,31.0,7.0,0.0,0.0
0.0,0.0,18.0,5.0,17.0,4.0,6.0,2.0,15.0,5.0,14.0,6.0,4.0,1.0,0.0,0.0,20,7,1.0,1.0,0.0,0.0,7.0,2.0,9.0,3.0,11.0,4.0,11,3,7.0,2.0,33.0,9.0,11.0,3.0,0.0,0.0
0.0,0.0,24.0,6.0,21.0,5.0,9.0,2.0,14.0,3.0,33.0,9.0,6.0,2.0,3.0,1.0,46,12,5.0,1.0,0.0,0.0,4.0,1.0,5.0,1.0,9.0,2.0,29,7,29.0,7.0,8.0,2.0,27.0,6.0,3.0,1.0
0.0,0.0,13.0,6.0,5.0,2.0,0.0,0.0,3.0,1.0,11.0,4.0,9.0,3.0,0.0,0.0,49,18,0.0,0.0,4.0,1.0,3.0,2.0,0.0,0.0,9.0,3.0,24,9,5.0,2.0,24.0,11.0,11.0,3.0,0.0,0.0
0.0,0.0,39.0,10.0,43.0,12.0,19.0,5.0,28.0,8.0,85.0,24.0,17.0,4.0,0.0,0.0,45,12,10.0,3.0,4.0,1.0,3.0,1.0,13.0,4.0,0.0,0.0,36,9,29.0,7.0,26.0,7.0,13.0,3.0,0.0,0.0
0.0,0.0,9.0,2.0,0.0,0.0,4.0,1.0,4.0,1.0,29.0,7.0,20.0,5.0,3.0,1.0,87,21,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,10.0,2.0,25,6,0.0,0.0,10.0,2.0,9.0,2.0,0.0,0.0
0.0,0.0,127.0,33.0,98.0,25.0,48.0,12.0,98.0,24.0,112.0,32.0,23.0,7.0,0.0,0.0,204,50,14.0,3.0,8.0,2.0,16.0,5.0,74.0,18.0,17.0,5.0,109,27,58.0,16.0,87.0,22.0,69.0,17.0,21.0,6.0
0.0,0.0,47.0,13.0,5.0,1.0,0.0,0.0,10.0,2.0,29.0,7.0,12.0,4.0,5.0,1.0,78,23,0.0,0.0,4.0,1.0,15.0,4.0,5.0,2.0,26.0,9.0,34,9,10.0,3.0,57.0,18.0,11.0,4.0,0.0,0.0
0.0,0.0,37.0,10.0,22.0,6.0,3.0,1.0,4.0,2.0,13.0,5.0,3.0,1.0,0.0,0.0,33,8,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,1.0,25,7,16.0,4.0,15.0,4.0,17.0,4.0,0.0,0.0
0.0,0.0,224.0,73.0,119.0,39.0,50.0,13.0,118.0,32.0,305.0,83.0,66.0,18.0,0.0,0.0,325,87,19.0,6.0,9.0,2.0,41.0,12.0,59.0,15.0,27.0,7.0,194,54,97.0,31.0,196.0,56.0,71.0,20.0,12.0,4.0
0.0,0.0,61.0,16.0,32.0,9.0,0.0,0.0,3.0,1.0,44.0,11.0,29.0,7.0,4.0,1.0,192,48,0.0,0.0,0.0,0.0,8.0,2.0,8.0,3.0,1.0,1.0,47,11,17.0,6.0,29.0,7.0,81.0,21.0,11.0,3.0
0.0,0.0,67.0,15.0,31.0,7.0,7.0,2.0,26.0,6.0,225.0,54.0,6.0,2.0,0.0,0.0,192,43,9.0,2.0,0.0,0.0,5.0,2.0,32.0,8.0,5.0,1.0,235,51,18.0,4.0,32.0,8.0,56.0,12.0,9.0,2.0
0.0,0.0,203.0,69.0,85.0,29.0,0.0,0.0,1.0,1.0,16.0,5.0,27.0,8.0,0.0,0.0,29,10,3.0,1.0,0.0,0.0,13.0,4.0,0.0,0.0,3.0,1.0,22,9,61.0,21.0,107.0,32.0,13.0,6.0,4.0,2.0
0.0,0.0,20.0,6.0,11.0,3.0,4.0,1.0,4.0,1.0,53.0,14.0,8.0,2.0,10.0,2.0,154,38,0.0,0.0,0.0,0.0,3.0,1.0,4.0,1.0,10.0,3.0,59,14,21.0,5.0,24.0,7.0,23.0,5.0,0.0,0.0
0.0,0.0,64.0,18.0,38.0,10.0,19.0,6.0,23.0,7.0,111.0,35.0,20.0,5.0,0.0,0.0,75,20,12.0,3.0,0.0,0.0,5.0,2.0,4.0,2.0,6.0,3.0,33,12,27.0,7.0,58.0,19.0,19.0,5.0,0.0,0.0
0.0,0.0,26.0,7.0,30.0,8.0,7.0,3.0,21.0,7.0,24.0,9.0,0.0,0.0,0.0,0.0,10,3,3.0,1.0,0.0,0.0,0.0,0.0,9.0,3.0,0.0,0.0,18,5,19.0,5.0,15.0,4.0,10.0,3.0,0.0,0.0
0.0,0.0,21.0,7.0,10.0,3.0,0.0,0.0,0.0,0.0,15.0,4.0,13.0,3.0,0.0,0.0,26,7,0.0,0.0,5.0,1.0,11.0,3.0,4.0,1.0,16.0,4.0,8,2,15.0,4.0,26.0,9.0,5.0,2.0,0.0,0.0
0.0,0.0,8.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,41.0,12.0,1.0,1.0,2.0,1.0,24,6,4.0,1.0,0.0,0.0,4.0,1.0,4.0,1.0,1.0,1.0,18,4,11.0,3.0,8.0,3.0,0.0,0.0,0.0,0.0
0.0,0.0,63.0,13.0,49.0,10.0,0.0,0.0,4.0,1.0,43.0,10.0,40.0,9.0,10.0,2.0,132,28,5.0,1.0,5.0,1.0,86.0,20.0,8.0,2.0,23.0,5.0,22,5,60.0,12.0,98.0,21.0,44.0,9.0,0.0,0.0
0.0,0.0,36.0,8.0,30.0,7.0,25.0,6.0,34.0,8.0,153.0,36.0,17.0,4.0,0.0,0.0,32,8,4.0,1.0,0.0,0.0,7.0,2.0,39.0,9.0,7.0,2.0,50,12,17.0,4.0,16.0,5.0,9.0,2.0,5.0,1.0
0.0,0.0,9.0,3.0,3.0,1.0,0.0,0.0,3.0,1.0,7.0,2.0,12.0,3.0,3.0,1.0,78,22,0.0,0.0,4.0,1.0,2.0,1.0,0.0,0.0,8.0,2.0,20,6,8.0,2.0,17.0,5.0,11.0,4.0,0.0,0.0
0.0,0.0,6.0,4.0,2.0,1.0,0.0,0.0,2.0,1.0,18.0,5.0,16.0,4.0,0.0,0.0,31,9,0.0,0.0,4.0,1.0,6.0,2.0,0.0,0.0,20.0,6.0,8,3,9.0,3.0,24.0,9.0,4.0,2.0,0.0,0.0
0.0,0.0,29.0,8.0,15.0,4.0,13.0,3.0,3.0,1.0,44.0,11.0,16.0,5.0,4.0,1.0,102,28,0.0,0.0,5.0,1.0,0.0,0.0,6.0,2.0,11.0,3.0,20,6,37.0,9.0,43.0,11.0,19.0,5.0,8.0,2.0
0.0,0.0,8.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,62.0,16.0,4.0,1.0,0.0,0.0,64,17,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,31,8,10.0,3.0,5.0,2.0,12.0,3.0,0.0,0.0
0.0,0.0,39.0,9.0,4.0,1.0,0.0,0.0,3.0,1.0,42.0,11.0,26.0,6.0,0.0,0.0,90,21,0.0,0.0,9.0,2.0,0.0,0.0,8.0,2.0,32.0,7.0,26,6,8.0,2.0,55.0,13.0,25.0,6.0,0.0,0.0
0.0,0.0,22.0,5.0,8.0,2.0,4.0,1.0,5.0,1.0,43.0,10.0,12.0,3.0,3.0,1.0,128,32,5.0,1.0,4.0,1.0,4.0,1.0,0.0,0.0,8.0,2.0,46,11,20.0,5.0,28.0,7.0,35.0,9.0,0.0,0.0
0.0,0.0,29.0,7.0,14.0,3.0,4.0,1.0,8.0,2.0,35.0,9.0,23.0,6.0,0.0,0.0,63,17,0.0,0.0,0.0,0.0,8.0,2.0,4.0,1.0,10.0,3.0,39,9,16.0,4.0,23.0,7.0,16.0,4.0,0.0,0.0
0.0,0.0,58.0,14.0,42.0,11.0,11.0,3.0,21.0,6.0,97.0,24.0,9.0,2.0,0.0,0.0,112,27,6.0,2.0,0.0,0.0,17.0,4.0,17.0,4.0,4.0,1.0,93,24,23.0,5.0,56.0,13.0,38.0,8.0,0.0,0.0
0.0,0.0,143.0,38.0,66.0,18.0,1.0,1.0,11.0,3.0,82.0,24.0,41.0,11.0,0.0,0.0,174,44,0.0,0.0,9.0,2.0,21.0,6.0,19.0,5.0,17.0,5.0,82,22,45.0,12.0,133.0,34.0,71.0,18.0,17.0,4.0
0.0,0.0,51.0,13.0,44.0,11.0,3.0,1.0,27.0,7.0,58.0,17.0,27.0,7.0,2.0,1.0,119,30,9.0,2.0,17.0,4.0,9.0,2.0,14.0,4.0,22.0,5.0,40,10,31.0,7.0,49.0,12.0,42.0,10.0,5.0,1.0
0.0,0.0,279.0,71.0,183.0,46.0,42.0,11.0,105.0,30.0,280.0,77.0,74.0,20.0,9.0,2.0,497,126,20.0,5.0,16.0,4.0,41.0,12.0,60.0,18.0,44.0,11.0,240,65,125.0,31.0,192.0,52.0,115.0,29.0,49.0,13.0
0.0,0.0,41.0,10.0,20.0,5.0,10.0,2.0,19.0,5.0,29.0,7.0,14.0,4.0,0.0,0.0,51,12,0.0,0.0,0.0,0.0,2.0,1.0,13.0,3.0,6.0,2.0,22,6,26.0,6.0,31.0,9.0,27.0,6.0,0.0,0.0
0.0,0.0,9.0,2.0,4.0,1.0,0.0,0.0,3.0,1.0,98.0,25.0,8.0,3.0,0.0,0.0,33,9,0.0,0.0,1.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,56,14,3.0,1.0,5.0,2.0,9.0,2.0,9.0,2.0
0.0,0.0,38.0,10.0,13.0,3.0,4.0,1.0,12.0,4.0,61.0,16.0,34.0,9.0,0.0,0.0,134,35,3.0,1.0,9.0,2.0,6.0,2.0,3.0,1.0,14.0,4.0,66,16,15.0,4.0,43.0,12.0,11.0,3.0,0.0,0.0
0.0,0.0,18.0,6.0,3.0,1.0,0.0,0.0,5.0,2.0,16.0,5.0,0.0,0.0,0.0,0.0,30,11,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,10.0,3.0,16,6,3.0,1.0,24.0,9.0,6.0,2.0,0.0,0.0
0.0,0.0,88.0,24.0,31.0,8.0,8.0,2.0,3.0,1.0,41.0,12.0,33.0,8.0,0.0,0.0,61,18,0.0,0.0,7.0,2.0,24.0,6.0,5.0,1.0,10.0,3.0,22,7,54.0,15.0,57.0,14.0,36.0,11.0,4.0,1.0
0.0,0.0,14.0,4.0,11.0,4.0,8.0,2.0,14.0,4.0,30.0,9.0,0.0,0.0,0.0,0.0,27,8,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,7,11.0,3.0,3.0,1.0,7.0,2.0,0.0,0.0
0.0,0.0,106.0,30.0,40.0,11.0,3.0,2.0,21.0,7.0,136.0,43.0,32.0,9.0,0.0,0.0,113,30,9.0,3.0,3.0,1.0,3.0,1.0,16.0,7.0,24.0,6.0,92,28,35.0,11.0,102.0,27.0,20.0,6.0,0.0,0.0
0.0,0.0,18.0,5.0,13.0,3.0,0.0,0.0,5.0,1.0,20.0,8.0,19.0,5.0,9.0,2.0,52,13,5.0,1.0,4.0,1.0,3.0,1.0,4.0,1.0,14.0,5.0,18,5,12.0,3.0,37.0,9.0,11.0,3.0,0.0,0.0
0.0,0.0,28.0,10.0,2.0,1.0,4.0,1.0,6.0,2.0,26.0,7.0,21.0,5.0,0.0,0.0,58,15,0.0,0.0,8.0,2.0,3.0,1.0,0.0,0.0,8.0,2.0,16,4,12.0,4.0,58.0,17.0,17.0,5.0,5.0,1.0
0.0,0.0,22.0,6.0,3.0,1.0,0.0,0.0,0.0,0.0,15.0,4.0,20.0,6.0,4.0,1.0,109,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,11,3,0.0,0.0,16.0,5.0,39.0,10.0,12.0,3.0
0.0,0.0,180.0,50.0,70.0,20.0,0.0,0.0,0.0,0.0,10.0,3.0,34.0,9.0,0.0,0.0,30,7,2.0,1.0,4.0,1.0,11.0,3.0,0.0,0.0,4.0,1.0,37,9,59.0,17.0,96.0,27.0,20.0,5.0,0.0,0.0
0.0,0.0,116.0,31.0,47.0,14.0,3.0,1.0,13.0,6.0,117.0,37.0,20.0,8.0,1.0,1.0,129,36,5.0,1.0,3.0,1.0,3.0,1.0,0.0,0.0,21.0,5.0,77,20,49.0,13.0,135.0,34.0,29.0,8.0,0.0,0.0
0.0,0.0,109.0,36.0,45.0,14.0,3.0,1.0,19.0,6.0,52.0,18.0,22.0,5.0,4.0,1.0,150,40,3.0,1.0,4.0,1.0,9.0,3.0,21.0,5.0,12.0,3.0,66,17,53.0,17.0,84.0,26.0,20.0,5.0,0.0,0.0
0.0,0.0,37.0,11.0,21.0,7.0,4.0,1.0,7.0,2.0,32.0,9.0,8.0,2.0,0.0,0.0,56,14,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,7.0,2.0,39,11,22.0,7.0,19.0,6.0,22.0,6.0,0.0,0.0
0.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,3.0,1.0,18.0,5.0,13.0,3.0,3.0,1.0,49,12,0.0,0.0,5.0,1.0,6.0,2.0,4.0,1.0,18.0,5.0,11,3,4.0,1.0,15.0,5.0,3.0,1.0,0.0,0.0
0.0,0.0,84.0,37.0,27.0,13.0,0.0,0.0,3.0,1.0,23.0,7.0,14.0,5.0,0.0,0.0,33,13,1.0,1.0,0.0,0.0,76.0,28.0,0.0,0.0,18.0,5.0,13,5,32.0,13.0,97.0,42.0,10.0,4.0,1.0,1.0
0.0,0.0,52.0,11.0,37.0,8.0,9.0,2.0,10.0,2.0,144.0,37.0,15.0,3.0,5.0,1.0,157,39,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,147,37,34.0,7.0,14.0,3.0,19.0,4.0,0.0,0.0
0.0,0.0,5.0,2.0,4.0,1.0,0.0,0.0,4.0,1.0,19.0,6.0,9.0,3.0,0.0,0.0,34,9,0.0,0.0,4.0,1.0,3.0,1.0,8.0,2.0,9.0,3.0,21,6,3.0,1.0,19.0,6.0,8.0,2.0,0.0,0.0
0.0,0.0,77.0,23.0,27.0,8.0,3.0,1.0,5.0,2.0,13.0,4.0,28.0,8.0,0.0,0.0,89,26,0.0,0.0,9.0,3.0,8.0,2.0,3.0,1.0,23.0,7.0,35,9,14.0,4.0,89.0,27.0,16.0,4.0,0.0,0.0
0.0,0.0,35.0,8.0,32.0,8.0,5.0,1.0,23.0,5.0,85.0,20.0,37.0,8.0,0.0,0.0,163,37,0.0,0.0,0.0,0.0,8.0,2.0,11.0,3.0,10.0,2.0,70,16,22.0,6.0,64.0,15.0,25.0,5.0,4.0,1.0
0.0,0.0,9.0,4.0,14.0,4.0,4.0,1.0,9.0,3.0,28.0,8.0,5.0,2.0,0.0,0.0,51,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,5,11.0,3.0,10.0,4.0,10.0,4.0,0.0,0.0
0.0,0.0,245.0,68.0,141.0,42.0,78.0,23.0,128.0,39.0,239.0,73.0,68.0,19.0,0.0,0.0,311,85,14.0,4.0,44.0,10.0,56.0,16.0,72.0,21.0,69.0,16.0,148,43,126.0,33.0,227.0,59.0,127.0,31.0,34.0,9.0
0.0,0.0,55.0,15.0,34.0,9.0,0.0,0.0,4.0,1.0,17.0,5.0,17.0,4.0,0.0,0.0,35,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,5,32.0,9.0,31.0,8.0,17.0,4.0,0.0,0.0
0.0,0.0,40.0,12.0,14.0,5.0,3.0,1.0,3.0,1.0,18.0,5.0,5.0,1.0,0.0,0.0,25,8,0.0,0.0,0.0,0.0,4.0,1.0,3.0,1.0,0.0,0.0,8,3,25.0,7.0,38.0,10.0,11.0,4.0,0.0,0.0
0.0,0.0,20.0,7.0,0.0,0.0,0.0,0.0,2.0,1.0,27.0,10.0,11.0,4.0,0.0,0.0,76,25,2.0,1.0,4.0,1.0,0.0,0.0,2.0,1.0,10.0,5.0,21,6,3.0,1.0,26.0,11.0,11.0,3.0,0.0,0.0
0.0,0.0,45.0,14.0,26.0,8.0,4.0,1.0,4.0,1.0,67.0,19.0,20.0,5.0,0.0,0.0,144,36,0.0,0.0,0.0,0.0,5.0,2.0,6.0,2.0,14.0,4.0,46,13,39.0,11.0,38.0,11.0,10.0,3.0,0.0,0.0
0.0,0.0,44.0,12.0,29.0,8.0,4.0,1.0,14.0,4.0,73.0,20.0,15.0,4.0,3.0,1.0,156,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,64,18,3.0,1.0,34.0,9.0,24.0,6.0,8.0,2.0
0.0,0.0,129.0,32.0,103.0,24.0,51.0,11.0,50.0,12.0,241.0,58.0,36.0,8.0,18.0,4.0,423,96,0.0,0.0,55.0,11.0,39.0,8.0,91.0,21.0,81.0,17.0,213,47,86.0,21.0,167.0,37.0,141.0,32.0,27.0,6.0
0.0,0.0,49.0,13.0,16.0,4.0,4.0,1.0,12.0,3.0,23.0,6.0,24.0,7.0,0.0,0.0,70,18,0.0,0.0,0.0,0.0,10.0,3.0,19.0,5.0,0.0,0.0,30,7,23.0,6.0,41.0,12.0,26.0,6.0,4.0,1.0
0.0,0.0,29.0,12.0,4.0,4.0,0.0,0.0,0.0,0.0,7.0,3.0,15.0,4.0,0.0,0.0,40,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,9,5,8.0,4.0,22.0,7.0,5.0,4.0,3.0,1.0
0.0,0.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,5.0,3.0,1.0,0.0,0.0,36,10,0.0,0.0,0.0,0.0,12.0,3.0,8.0,2.0,7.0,2.0,17,4,13.0,4.0,28.0,8.0,5.0,1.0,0.0,0.0
0.0,0.0,21.0,5.0,9.0,2.0,0.0,0.0,0.0,0.0,8.0,2.0,4.0,1.0,0.0,0.0,35,9,0.0,0.0,0.0,0.0,12.0,3.0,0.0,0.0,20.0,5.0,11,3,7.0,2.0,45.0,11.0,13.0,4.0,0.0,0.0
0.0,0.0,15.0,5.0,5.0,2.0,11.0,4.0,10.0,7.0,36.0,15.0,3.0,1.0,3.0,1.0,64,17,1.0,1.0,0.0,0.0,0.0,0.0,5.0,2.0,5.0,3.0,30,9,8.0,2.0,20.0,7.0,6.0,2.0,0.0,0.0
0.0,0.0,14.0,5.0,5.0,2.0,3.0,1.0,6.0,2.0,25.0,8.0,0.0,0.0,0.0,0.0,19,9,3.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,6.0,2.0,9,4,22.0,7.0,8.0,2.0,6.0,4.0,0.0,0.0
0.0,0.0,35.0,11.0,24.0,8.0,6.0,2.0,9.0,3.0,43.0,12.0,36.0,9.0,0.0,0.0,105,29,1.0,1.0,4.0,1.0,0.0,0.0,2.0,1.0,13.0,4.0,49,14,21.0,7.0,44.0,11.0,16.0,5.0,0.0,0.0
0.0,0.0,20.0,11.0,0.0,0.0,0.0,0.0,3.0,2.0,19.0,9.0,17.0,6.0,2.0,2.0,74,32,2.0,1.0,7.0,3.0,14.0,4.0,1.0,1.0,16.0,5.0,24,12,9.0,4.0,49.0,20.0,7.0,5.0,0.0,0.0
0.0,0.0,33.0,11.0,15.0,6.0,0.0,0.0,0.0,0.0,42.0,12.0,47.0,14.0,4.0,1.0,176,46,0.0,0.0,4.0,1.0,11.0,4.0,2.0,1.0,32.0,9.0,69,18,63.0,18.0,64.0,19.0,22.0,6.0,4.0,1.0
0.0,0.0,124.0,34.0,82.0,21.0,52.0,11.0,148.0,35.0,388.0,111.0,52.0,14.0,0.0,0.0,342,91,15.0,4.0,0.0,0.0,24.0,6.0,55.0,12.0,21.0,5.0,214,60,39.0,9.0,156.0,42.0,22.0,5.0,11.0,3.0
0.0,0.0,23.0,6.0,7.0,2.0,0.0,0.0,0.0,0.0,24.0,6.0,14.0,3.0,8.0,2.0,107,24,0.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,10.0,2.0,33,8,20.0,5.0,17.0,4.0,25.0,5.0,0.0,0.0
0.0,0.0,21.0,9.0,3.0,2.0,4.0,1.0,4.0,1.0,26.0,11.0,16.0,5.0,0.0,0.0,63,20,0.0,0.0,7.0,2.0,19.0,5.0,5.0,2.0,23.0,6.0,13,4,15.0,5.0,56.0,15.0,2.0,2.0,0.0,0.0
0.0,0.0,31.0,8.0,14.0,4.0,0.0,0.0,0.0,0.0,20.0,4.0,19.0,4.0,5.0,1.0,27,6,0.0,0.0,0.0,0.0,4.0,1.0,5.0,1.0,20.0,5.0,13,3,23.0,6.0,43.0,11.0,9.0,2.0,0.0,0.0
0.0,0.0,31.0,8.0,4.0,1.0,0.0,0.0,4.0,2.0,22.0,7.0,0.0,0.0,0.0,0.0,25,7,0.0,0.0,0.0,0.0,14.0,5.0,0.0,0.0,10.0,3.0,29,8,12.0,3.0,35.0,10.0,8.0,3.0,0.0,0.0
0.0,0.0,39.0,14.0,14.0,4.0,0.0,0.0,0.0,0.0,31.0,12.0,30.0,10.0,5.0,1.0,64,22,0.0,0.0,5.0,2.0,12.0,5.0,4.0,2.0,35.0,11.0,17,5,22.0,8.0,53.0,21.0,14.0,5.0,0.0,0.0
0.0,0.0,28.0,10.0,8.0,3.0,1.0,1.0,0.0,0.0,57.0,17.0,32.0,8.0,0.0,0.0,111,29,4.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,13.0,4.0,35,10,17.0,5.0,41.0,13.0,9.0,3.0,0.0,0.0
0.0,0.0,4.0,1.0,0.0,0.0,5.0,1.0,5.0,1.0,13.0,3.0,9.0,2.0,4.0,1.0,76,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,31,7,4.0,1.0,17.0,4.0,5.0,1.0,0.0,0.0
0.0,0.0,11.0,3.0,4.0,1.0,0.0,0.0,4.0,1.0,8.0,2.0,2.0,1.0,3.0,1.0,87,21,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,24,5,5.0,2.0,0.0,0.0,33.0,8.0,0.0,0.0
0.0,0.0,24.0,6.0,26.0,6.0,0.0,0.0,6.0,2.0,24.0,6.0,4.0,1.0,10.0,2.0,22,6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,7,21.0,6.0,3.0,1.0,9.0,2.0,0.0,0.0
0.0,0.0,34.0,11.0,10.0,4.0,0.0,0.0,9.0,3.0,18.0,7.0,7.0,2.0,0.0,0.0,22,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,4.0,9,3,5.0,3.0,36.0,11.0,7.0,2.0,0.0,0.0
0.0,0.0,11.0,3.0,5.0,1.0,0.0,0.0,5.0,1.0,22.0,5.0,4.0,1.0,0.0,0.0,60,14,0.0,0.0,4.0,1.0,0.0,0.0,4.0,1.0,4.0,1.0,15,4,7.0,2.0,9.0,3.0,9.0,2.0,0.0,0.0
0.0,0.0,16.0,6.0,2.0,1.0,0.0,0.0,0.0,0.0,7.0,2.0,11.0,3.0,0.0,0.0,43,11,0.0,0.0,5.0,1.0,8.0,3.0,0.0,0.0,18.0,5.0,17,5,16.0,5.0,28.0,9.0,9.0,3.0,0.0,0.0
0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,12.0,4.0,23.0,5.0,0.0,0.0,57,13,0.0,0.0,5.0,1.0,2.0,1.0,1.0,1.0,9.0,2.0,15,3,0.0,0.0,16.0,4.0,13.0,3.0,0.0,0.0
0.0,0.0,18.0,6.0,17.0,6.0,0.0,0.0,1.0,1.0,30.0,8.0,19.0,5.0,0.0,0.0,94,23,0.0,0.0,8.0,2.0,0.0,0.0,2.0,1.0,7.0,2.0,33,8,31.0,8.0,15.0,4.0,14.0,4.0,2.0,1.0
0.0,0.0,38.0,9.0,40.0,10.0,0.0,0.0,4.0,1.0,19.0,5.0,3.0,1.0,0.0,0.0,32,9,0.0,0.0,0.0,0.0,3.0,1.0,6.0,3.0,6.0,2.0,30,8,18.0,4.0,11.0,3.0,15.0,3.0,4.0,1.0
